A0 00:W 01:H 02:I 03:C 04:H C:1 H:1 I:1 W:1
A1 10:W 11:H 12:I 13:C 14:H C:1 H:1 I:1 W:1
A2 20:W 21:H 22:I 23:C 24:H C:1 H:1 I:1 W:1
A3 30:W 31:H 32:I 33:C 34:H C:1 H:1 I:1 W:1
A0 00:T 01:H 02:E 03:R 04:E E:1 H:1 R:1 T:1
A1 10:T 11:H 12:E 13:R 14:E E:1 H:1 R:1 T:1
A2 20:T 21:H 22:E 23:R 24:E E:1 H:1 R:1 T:1
A3 30:T 31:H 32:E 33:R 34:E E:1 H:1 R:1 T:1
D0 00:K 10:I 20:C 30:K C:1 I:1 K:1
D1 01:K 11:I 21:C 31:K C:1 I:1 K:1
D2 02:K 12:I 22:C 32:K C:1 I:1 K:1
D3 03:K 13:I 23:C 33:K C:1 I:1 K:1
D4 04:K 14:I 24:C 34:K C:1 I:1 K:1
D0 00:M 10:A 20:I 30:L A:1 I:1 L:1 M:1
D1 01:M 11:A 21:I 31:L A:1 I:1 L:1 M:1
D2 02:M 12:A 22:I 32:L A:1 I:1 L:1 M:1
D3 03:M 13:A 23:I 33:L A:1 I:1 L:1 M:1
D4 04:M 14:A 24:I 34:L A:1 I:1 L:1 M:1
D0 00:Z 10:O 20:N 30:E E:1 N:1 O:1 Z:1
D1 01:Z 11:O 21:N 31:E E:1 N:1 O:1 Z:1
D2 02:Z 12:O 22:N 32:E E:1 N:1 O:1 Z:1
D3 03:Z 13:O 23:N 33:E E:1 N:1 O:1 Z:1
D4 04:Z 14:O 24:N 34:E E:1 N:1 O:1 Z:1
D0 00:W 10:A 20:S 30:H A:1 H:1 S:1 W:1
D1 01:W 11:A 21:S 31:H A:1 H:1 S:1 W:1
D2 02:W 12:A 22:S 32:H A:1 H:1 S:1 W:1
D3 03:W 13:A 23:S 33:H A:1 H:1 S:1 W:1
D4 04:W 14:A 24:S 34:H A:1 H:1 S:1 W:1
D0 00:D 10:E 20:N 30:Y D:1 E:1 N:1 Y:1
D1 01:D 11:E 21:N 31:Y D:1 E:1 N:1 Y:1
D2 02:D 12:E 22:N 32:Y D:1 E:1 N:1 Y:1
D3 03:D 13:E 23:N 33:Y D:1 E:1 N:1 Y:1
D4 04:D 14:E 24:N 34:Y D:1 E:1 N:1 Y:1
D0 00:Z 10:E 20:R 30:O E:1 O:1 R:1 Z:1
D1 01:Z 11:E 21:R 31:O E:1 O:1 R:1 Z:1
D2 02:Z 12:E 22:R 32:O E:1 O:1 R:1 Z:1
D3 03:Z 13:E 23:R 33:O E:1 O:1 R:1 Z:1
D4 04:Z 14:E 24:R 34:O E:1 O:1 R:1 Z:1
D0 00:B 10:E 20:N 30:T B:1 E:1 N:1 T:1
D1 01:B 11:E 21:N 31:T B:1 E:1 N:1 T:1
D2 02:B 12:E 22:N 32:T B:1 E:1 N:1 T:1
D3 03:B 13:E 23:N 33:T B:1 E:1 N:1 T:1
D4 04:B 14:E 24:N 34:T B:1 E:1 N:1 T:1
D0 00:L 10:A 20:K 30:E A:1 E:1 K:1 L:1
D1 01:L 11:A 21:K 31:E A:1 E:1 K:1 L:1
D2 02:L 12:A 22:K 32:E A:1 E:1 K:1 L:1
D3 03:L 13:A 23:K 33:E A:1 E:1 K:1 L:1
D4 04:L 14:A 24:K 34:E A:1 E:1 K:1 L:1
D0 00:B 10:O 20:W 30:L B:1 L:1 O:1 W:1
D1 01:B 11:O 21:W 31:L B:1 L:1 O:1 W:1
D2 02:B 12:O 22:W 32:L B:1 L:1 O:1 W:1
D3 03:B 13:O 23:W 33:L B:1 L:1 O:1 W:1
D4 04:B 14:O 24:W 34:L B:1 L:1 O:1 W:1
D0 00:J 10:U 20:R 30:Y J:1 R:1 U:1 Y:1
D1 01:J 11:U 21:R 31:Y J:1 R:1 U:1 Y:1
D2 02:J 12:U 22:R 32:Y J:1 R:1 U:1 Y:1
D3 03:J 13:U 23:R 33:Y J:1 R:1 U:1 Y:1
D4 04:J 14:U 24:R 34:Y J:1 R:1 U:1 Y:1
D0 00:O 10:R 20:A 30:L A:1 L:1 O:1 R:1
D1 01:O 11:R 21:A 31:L A:1 L:1 O:1 R:1
D2 02:O 12:R 22:A 32:L A:1 L:1 O:1 R:1
D3 03:O 13:R 23:A 33:L A:1 L:1 O:1 R:1
D4 04:O 14:R 24:A 34:L A:1 L:1 O:1 R:1
D0 00:D 10:E 20:A 30:F A:1 D:1 E:1 F:1
D1 01:D 11:E 21:A 31:F A:1 D:1 E:1 F:1
D2 02:D 12:E 22:A 32:F A:1 D:1 E:1 F:1
D3 03:D 13:E 23:A 33:F A:1 D:1 E:1 F:1
D4 04:D 14:E 24:A 34:F A:1 D:1 E:1 F:1
D0 00:W 10:I 20:R 30:E E:1 I:1 R:1 W:1
D1 01:W 11:I 21:R 31:E E:1 I:1 R:1 W:1
D2 02:W 12:I 22:R 32:E E:1 I:1 R:1 W:1
D3 03:W 13:I 23:R 33:E E:1 I:1 R:1 W:1
D4 04:W 14:I 24:R 34:E E:1 I:1 R:1 W:1
D0 00:K 10:E 20:Y 30:S E:1 K:1 S:1 Y:1
D1 01:K 11:E 21:Y 31:S E:1 K:1 S:1 Y:1
D2 02:K 12:E 22:Y 32:S E:1 K:1 S:1 Y:1
D3 03:K 13:E 23:Y 33:S E:1 K:1 S:1 Y:1
D4 04:K 14:E 24:Y 34:S E:1 K:1 S:1 Y:1
D0 00:R 10:O 20:O 30:T O:1 R:1 T:1
D1 01:R 11:O 21:O 31:T O:1 R:1 T:1
D2 02:R 12:O 22:O 32:T O:1 R:1 T:1
D3 03:R 13:O 23:O 33:T O:1 R:1 T:1
D4 04:R 14:O 24:O 34:T O:1 R:1 T:1
D0 00:B 10:A 20:G 30:S A:1 B:1 G:1 S:1
D1 01:B 11:A 21:G 31:S A:1 B:1 G:1 S:1
D2 02:B 12:A 22:G 32:S A:1 B:1 G:1 S:1
D3 03:B 13:A 23:G 33:S A:1 B:1 G:1 S:1
D4 04:B 14:A 24:G 34:S A:1 B:1 G:1 S:1
D0 00:A 10:D 20:D 30:S A:1 D:1 S:1
D1 01:A 11:D 21:D 31:S A:1 D:1 S:1
D2 02:A 12:D 22:D 32:S A:1 D:1 S:1
D3 03:A 13:D 23:D 33:S A:1 D:1 S:1
D4 04:A 14:D 24:D 34:S A:1 D:1 S:1
D0 00:T 10:O 20:O 30:L L:1 O:1 T:1
D1 01:T 11:O 21:O 31:L L:1 O:1 T:1
D2 02:T 12:O 22:O 32:L L:1 O:1 T:1
D3 03:T 13:O 23:O 33:L L:1 O:1 T:1
D4 04:T 14:O 24:O 34:L L:1 O:1 T:1
D0 00:B 10:U 20:L 30:K B:1 K:1 L:1 U:1
D1 01:B 11:U 21:L 31:K B:1 K:1 L:1 U:1
D2 02:B 12:U 22:L 32:K B:1 K:1 L:1 U:1
D3 03:B 13:U 23:L 33:K B:1 K:1 L:1 U:1
D4 04:B 14:U 24:L 34:K B:1 K:1 L:1 U:1
D0 00:C 10:O 20:O 30:K C:1 K:1 O:1
D1 01:C 11:O 21:O 31:K C:1 K:1 O:1
D2 02:C 12:O 22:O 32:K C:1 K:1 O:1
D3 03:C 13:O 23:O 33:K C:1 K:1 O:1
D4 04:C 14:O 24:O 34:K C:1 K:1 O:1
D0 00:M 10:E 20:S 30:S E:1 M:1 S:1
D1 01:M 11:E 21:S 31:S E:1 M:1 S:1
D2 02:M 12:E 22:S 32:S E:1 M:1 S:1
D3 03:M 13:E 23:S 33:S E:1 M:1 S:1
D4 04:M 14:E 24:S 34:S E:1 M:1 S:1
D0 00:B 10:E 20:D 30:S B:1 D:1 E:1 S:1
D1 01:B 11:E 21:D 31:S B:1 D:1 E:1 S:1
D2 02:B 12:E 22:D 32:S B:1 D:1 E:1 S:1
D3 03:B 13:E 23:D 33:S B:1 D:1 E:1 S:1
D4 04:B 14:E 24:D 34:S B:1 D:1 E:1 S:1
D0 00:J 10:O 20:K 30:E E:1 J:1 K:1 O:1
D1 01:J 11:O 21:K 31:E E:1 J:1 K:1 O:1
D2 02:J 12:O 22:K 32:E E:1 J:1 K:1 O:1
D3 03:J 13:O 23:K 33:E E:1 J:1 K:1 O:1
D4 04:J 14:O 24:K 34:E E:1 J:1 K:1 O:1
D0 00:L 10:O 20:C 30:K C:1 K:1 L:1 O:1
D1 01:L 11:O 21:C 31:K C:1 K:1 L:1 O:1
D2 02:L 12:O 22:C 32:K C:1 K:1 L:1 O:1
D3 03:L 13:O 23:C 33:K C:1 K:1 L:1 O:1
D4 04:L 14:O 24:C 34:K C:1 K:1 L:1 O:1
D0 00:G 10:E 20:N 30:E E:1 G:1 N:1
D1 01:G 11:E 21:N 31:E E:1 G:1 N:1
D2 02:G 12:E 22:N 32:E E:1 G:1 N:1
D3 03:G 13:E 23:N 33:E E:1 G:1 N:1
D4 04:G 14:E 24:N 34:E E:1 G:1 N:1
D0 00:S 10:H 20:E 30:D D:1 E:1 H:1 S:1
D1 01:S 11:H 21:E 31:D D:1 E:1 H:1 S:1
D2 02:S 12:H 22:E 32:D D:1 E:1 H:1 S:1
D3 03:S 13:H 23:E 33:D D:1 E:1 H:1 S:1
D4 04:S 14:H 24:E 34:D D:1 E:1 H:1 S:1
D0 00:W 10:O 20:R 30:N N:1 O:1 R:1 W:1
D1 01:W 11:O 21:R 31:N N:1 O:1 R:1 W:1
D2 02:W 12:O 22:R 32:N N:1 O:1 R:1 W:1
D3 03:W 13:O 23:R 33:N N:1 O:1 R:1 W:1
D4 04:W 14:O 24:R 34:N N:1 O:1 R:1 W:1
D0 00:F 10:A 20:T 30:E A:1 E:1 F:1 T:1
D1 01:F 11:A 21:T 31:E A:1 E:1 F:1 T:1
D2 02:F 12:A 22:T 32:E A:1 E:1 F:1 T:1
D3 03:F 13:A 23:T 33:E A:1 E:1 F:1 T:1
D4 04:F 14:A 24:T 34:E A:1 E:1 F:1 T:1
D0 00:R 10:U 20:S 30:H H:1 R:1 S:1 U:1
D1 01:R 11:U 21:S 31:H H:1 R:1 S:1 U:1
D2 02:R 12:U 22:S 32:H H:1 R:1 S:1 U:1
D3 03:R 13:U 23:S 33:H H:1 R:1 S:1 U:1
D4 04:R 14:U 24:S 34:H H:1 R:1 S:1 U:1
D0 00:W 10:A 20:R 30:D A:1 D:1 R:1 W:1
D1 01:W 11:A 21:R 31:D A:1 D:1 R:1 W:1
D2 02:W 12:A 22:R 32:D A:1 D:1 R:1 W:1
D3 03:W 13:A 23:R 33:D A:1 D:1 R:1 W:1
D4 04:W 14:A 24:R 34:D A:1 D:1 R:1 W:1
D0 00:M 10:I 20:L 30:L I:1 L:1 M:1
D1 01:M 11:I 21:L 31:L I:1 L:1 M:1
D2 02:M 12:I 22:L 32:L I:1 L:1 M:1
D3 03:M 13:I 23:L 33:L I:1 L:1 M:1
D4 04:M 14:I 24:L 34:L I:1 L:1 M:1
D0 00:P 10:L 20:O 30:T L:1 O:1 P:1 T:1
D1 01:P 11:L 21:O 31:T L:1 O:1 P:1 T:1
D2 02:P 12:L 22:O 32:T L:1 O:1 P:1 T:1
D3 03:P 13:L 23:O 33:T L:1 O:1 P:1 T:1
D4 04:P 14:L 24:O 34:T L:1 O:1 P:1 T:1
D0 00:H 10:E 20:R 30:O E:1 H:1 O:1 R:1
D1 01:H 11:E 21:R 31:O E:1 H:1 O:1 R:1
D2 02:H 12:E 22:R 32:O E:1 H:1 O:1 R:1
D3 03:H 13:E 23:R 33:O E:1 H:1 O:1 R:1
D4 04:H 14:E 24:R 34:O E:1 H:1 O:1 R:1
D0 00:A 10:S 20:K 30:S A:1 K:1 S:1
D1 01:A 11:S 21:K 31:S A:1 K:1 S:1
D2 02:A 12:S 22:K 32:S A:1 K:1 S:1
D3 03:A 13:S 23:K 33:S A:1 K:1 S:1
D4 04:A 14:S 24:K 34:S A:1 K:1 S:1
D0 00:K 10:N 20:E 30:E E:1 K:1 N:1
D1 01:K 11:N 21:E 31:E E:1 K:1 N:1
D2 02:K 12:N 22:E 32:E E:1 K:1 N:1
D3 03:K 13:N 23:E 33:E E:1 K:1 N:1
D4 04:K 14:N 24:E 34:E E:1 K:1 N:1
D0 00:S 10:I 20:N 30:G G:1 I:1 N:1 S:1
D1 01:S 11:I 21:N 31:G G:1 I:1 N:1 S:1
D2 02:S 12:I 22:N 32:G G:1 I:1 N:1 S:1
D3 03:S 13:I 23:N 33:G G:1 I:1 N:1 S:1
D4 04:S 14:I 24:N 34:G G:1 I:1 N:1 S:1
D0 00:R 10:O 20:W 30:S O:1 R:1 S:1 W:1
D1 01:R 11:O 21:W 31:S O:1 R:1 S:1 W:1
D2 02:R 12:O 22:W 32:S O:1 R:1 S:1 W:1
D3 03:R 13:O 23:W 33:S O:1 R:1 S:1 W:1
D4 04:R 14:O 24:W 34:S O:1 R:1 S:1 W:1
D0 00:R 10:A 20:N 30:K A:1 K:1 N:1 R:1
D1 01:R 11:A 21:N 31:K A:1 K:1 N:1 R:1
D2 02:R 12:A 22:N 32:K A:1 K:1 N:1 R:1
D3 03:R 13:A 23:N 33:K A:1 K:1 N:1 R:1
D4 04:R 14:A 24:N 34:K A:1 K:1 N:1 R:1
D0 00:E 10:A 20:R 30:N A:1 E:1 N:1 R:1
D1 01:E 11:A 21:R 31:N A:1 E:1 N:1 R:1
D2 02:E 12:A 22:R 32:N A:1 E:1 N:1 R:1
D3 03:E 13:A 23:R 33:N A:1 E:1 N:1 R:1
D4 04:E 14:A 24:R 34:N A:1 E:1 N:1 R:1
D0 00:B 10:E 20:L 30:T B:1 E:1 L:1 T:1
D1 01:B 11:E 21:L 31:T B:1 E:1 L:1 T:1
D2 02:B 12:E 22:L 32:T B:1 E:1 L:1 T:1
D3 03:B 13:E 23:L 33:T B:1 E:1 L:1 T:1
D4 04:B 14:E 24:L 34:T B:1 E:1 L:1 T:1
D0 00:R 10:A 20:P 30:E A:1 E:1 P:1 R:1
D1 01:R 11:A 21:P 31:E A:1 E:1 P:1 R:1
D2 02:R 12:A 22:P 32:E A:1 E:1 P:1 R:1
D3 03:R 13:A 23:P 33:E A:1 E:1 P:1 R:1
D4 04:R 14:A 24:P 34:E A:1 E:1 P:1 R:1
D0 00:S 10:I 20:L 30:K I:1 K:1 L:1 S:1
D1 01:S 11:I 21:L 31:K I:1 K:1 L:1 S:1
D2 02:S 12:I 22:L 32:K I:1 K:1 L:1 S:1
D3 03:S 13:I 23:L 33:K I:1 K:1 L:1 S:1
D4 04:S 14:I 24:L 34:K I:1 K:1 L:1 S:1
D0 00:D 10:A 20:M 30:P A:1 D:1 M:1 P:1
D1 01:D 11:A 21:M 31:P A:1 D:1 M:1 P:1
D2 02:D 12:A 22:M 32:P A:1 D:1 M:1 P:1
D3 03:D 13:A 23:M 33:P A:1 D:1 M:1 P:1
D4 04:D 14:A 24:M 34:P A:1 D:1 M:1 P:1
D0 00:F 10:O 20:L 30:K F:1 K:1 L:1 O:1
D1 01:F 11:O 21:L 31:K F:1 K:1 L:1 O:1
D2 02:F 12:O 22:L 32:K F:1 K:1 L:1 O:1
D3 03:F 13:O 23:L 33:K F:1 K:1 L:1 O:1
D4 04:F 14:O 24:L 34:K F:1 K:1 L:1 O:1
D0 00:T 10:U 20:B 30:E B:1 E:1 T:1 U:1
D1 01:T 11:U 21:B 31:E B:1 E:1 T:1 U:1
D2 02:T 12:U 22:B 32:E B:1 E:1 T:1 U:1
D3 03:T 13:U 23:B 33:E B:1 E:1 T:1 U:1
D4 04:T 14:U 24:B 34:E B:1 E:1 T:1 U:1
D0 00:M 10:O 20:O 30:N M:1 N:1 O:1
D1 01:M 11:O 21:O 31:N M:1 N:1 O:1
D2 02:M 12:O 22:O 32:N M:1 N:1 O:1
D3 03:M 13:O 23:O 33:N M:1 N:1 O:1
D4 04:M 14:O 24:O 34:N M:1 N:1 O:1
D0 00:L 10:O 20:R 30:D D:1 L:1 O:1 R:1
D1 01:L 11:O 21:R 31:D D:1 L:1 O:1 R:1
D2 02:L 12:O 22:R 32:D D:1 L:1 O:1 R:1
D3 03:L 13:O 23:R 33:D D:1 L:1 O:1 R:1
D4 04:L 14:O 24:R 34:D D:1 L:1 O:1 R:1
D0 00:S 10:U 20:M 30:S M:1 S:1 U:1
D1 01:S 11:U 21:M 31:S M:1 S:1 U:1
D2 02:S 12:U 22:M 32:S M:1 S:1 U:1
D3 03:S 13:U 23:M 33:S M:1 S:1 U:1
D4 04:S 14:U 24:M 34:S M:1 S:1 U:1
D0 00:G 10:R 20:I 30:P G:1 I:1 P:1 R:1
D1 01:G 11:R 21:I 31:P G:1 I:1 P:1 R:1
D2 02:G 12:R 22:I 32:P G:1 I:1 P:1 R:1
D3 03:G 13:R 23:I 33:P G:1 I:1 P:1 R:1
D4 04:G 14:R 24:I 34:P G:1 I:1 P:1 R:1
D0 00:W 10:I 20:S 30:E E:1 I:1 S:1 W:1
D1 01:W 11:I 21:S 31:E E:1 I:1 S:1 W:1
D2 02:W 12:I 22:S 32:E E:1 I:1 S:1 W:1
D3 03:W 13:I 23:S 33:E E:1 I:1 S:1 W:1
D4 04:W 14:I 24:S 34:E E:1 I:1 S:1 W:1
D0 00:S 10:I 20:N 30:K I:1 K:1 N:1 S:1
D1 01:S 11:I 21:N 31:K I:1 K:1 N:1 S:1
D2 02:S 12:I 22:N 32:K I:1 K:1 N:1 S:1
D3 03:S 13:I 23:N 33:K I:1 K:1 N:1 S:1
D4 04:S 14:I 24:N 34:K I:1 K:1 N:1 S:1
D0 00:I 10:N 20:C 30:H C:1 H:1 I:1 N:1
D1 01:I 11:N 21:C 31:H C:1 H:1 I:1 N:1
D2 02:I 12:N 22:C 32:H C:1 H:1 I:1 N:1
D3 03:I 13:N 23:C 33:H C:1 H:1 I:1 N:1
D4 04:I 14:N 24:C 34:H C:1 H:1 I:1 N:1
D0 00:G 10:U 20:N 30:S G:1 N:1 S:1 U:1
D1 01:G 11:U 21:N 31:S G:1 N:1 S:1 U:1
D2 02:G 12:U 22:N 32:S G:1 N:1 S:1 U:1
D3 03:G 13:U 23:N 33:S G:1 N:1 S:1 U:1
D4 04:G 14:U 24:N 34:S G:1 N:1 S:1 U:1
D0 00:P 10:O 20:E 30:T E:1 O:1 P:1 T:1
D1 01:P 11:O 21:E 31:T E:1 O:1 P:1 T:1
D2 02:P 12:O 22:E 32:T E:1 O:1 P:1 T:1
D3 03:P 13:O 23:E 33:T E:1 O:1 P:1 T:1
D4 04:P 14:O 24:E 34:T E:1 O:1 P:1 T:1
D0 00:G 10:E 20:A 30:R A:1 E:1 G:1 R:1
D1 01:G 11:E 21:A 31:R A:1 E:1 G:1 R:1
D2 02:G 12:E 22:A 32:R A:1 E:1 G:1 R:1
D3 03:G 13:E 23:A 33:R A:1 E:1 G:1 R:1
D4 04:G 14:E 24:A 34:R A:1 E:1 G:1 R:1
D0 00:C 10:O 20:U 30:P C:1 O:1 P:1 U:1
D1 01:C 11:O 21:U 31:P C:1 O:1 P:1 U:1
D2 02:C 12:O 22:U 32:P C:1 O:1 P:1 U:1
D3 03:C 13:O 23:U 33:P C:1 O:1 P:1 U:1
D4 04:C 14:O 24:U 34:P C:1 O:1 P:1 U:1
D0 00:M 10:A 20:T 30:E A:1 E:1 M:1 T:1
D1 01:M 11:A 21:T 31:E A:1 E:1 M:1 T:1
D2 02:M 12:A 22:T 32:E A:1 E:1 M:1 T:1
D3 03:M 13:A 23:T 33:E A:1 E:1 M:1 T:1
D4 04:M 14:A 24:T 34:E A:1 E:1 M:1 T:1
D0 00:D 10:A 20:R 30:E A:1 D:1 E:1 R:1
D1 01:D 11:A 21:R 31:E A:1 D:1 E:1 R:1
D2 02:D 12:A 22:R 32:E A:1 D:1 E:1 R:1
D3 03:D 13:A 23:R 33:E A:1 D:1 E:1 R:1
D4 04:D 14:A 24:R 34:E A:1 D:1 E:1 R:1
D0 00:P 10:I 20:L 30:E E:1 I:1 L:1 P:1
D1 01:P 11:I 21:L 31:E E:1 I:1 L:1 P:1
D2 02:P 12:I 22:L 32:E E:1 I:1 L:1 P:1
D3 03:P 13:I 23:L 33:E E:1 I:1 L:1 P:1
D4 04:P 14:I 24:L 34:E E:1 I:1 L:1 P:1
D0 00:T 10:A 20:L 30:E A:1 E:1 L:1 T:1
D1 01:T 11:A 21:L 31:E A:1 E:1 L:1 T:1
D2 02:T 12:A 22:L 32:E A:1 E:1 L:1 T:1
D3 03:T 13:A 23:L 33:E A:1 E:1 L:1 T:1
D4 04:T 14:A 24:L 34:E A:1 E:1 L:1 T:1
D0 00:D 10:U 20:L 30:L D:1 L:1 U:1
D1 01:D 11:U 21:L 31:L D:1 L:1 U:1
D2 02:D 12:U 22:L 32:L D:1 L:1 U:1
D3 03:D 13:U 23:L 33:L D:1 L:1 U:1
D4 04:D 14:U 24:L 34:L D:1 L:1 U:1
D0 00:B 10:O 20:N 30:D B:1 D:1 N:1 O:1
D1 01:B 11:O 21:N 31:D B:1 D:1 N:1 O:1
D2 02:B 12:O 22:N 32:D B:1 D:1 N:1 O:1
D3 03:B 13:O 23:N 33:D B:1 D:1 N:1 O:1
D4 04:B 14:O 24:N 34:D B:1 D:1 N:1 O:1
D0 00:T 10:A 20:X 30:I A:1 I:1 T:1 X:1
D1 01:T 11:A 21:X 31:I A:1 I:1 T:1 X:1
D2 02:T 12:A 22:X 32:I A:1 I:1 T:1 X:1
D3 03:T 13:A 23:X 33:I A:1 I:1 T:1 X:1
D4 04:T 14:A 24:X 34:I A:1 I:1 T:1 X:1
D0 00:F 10:O 20:O 30:L F:1 L:1 O:1
D1 01:F 11:O 21:O 31:L F:1 L:1 O:1
D2 02:F 12:O 22:O 32:L F:1 L:1 O:1
D3 03:F 13:O 23:O 33:L F:1 L:1 O:1
D4 04:F 14:O 24:O 34:L F:1 L:1 O:1
D0 00:C 10:H 20:I 30:P C:1 H:1 I:1 P:1
D1 01:C 11:H 21:I 31:P C:1 H:1 I:1 P:1
D2 02:C 12:H 22:I 32:P C:1 H:1 I:1 P:1
D3 03:C 13:H 23:I 33:P C:1 H:1 I:1 P:1
D4 04:C 14:H 24:I 34:P C:1 H:1 I:1 P:1
D0 00:H 10:A 20:L 30:T A:1 H:1 L:1 T:1
D1 01:H 11:A 21:L 31:T A:1 H:1 L:1 T:1
D2 02:H 12:A 22:L 32:T A:1 H:1 L:1 T:1
D3 03:H 13:A 23:L 33:T A:1 H:1 L:1 T:1
D4 04:H 14:A 24:L 34:T A:1 H:1 L:1 T:1
D0 00:T 10:I 20:D 30:E D:1 E:1 I:1 T:1
D1 01:T 11:I 21:D 31:E D:1 E:1 I:1 T:1
D2 02:T 12:I 22:D 32:E D:1 E:1 I:1 T:1
D3 03:T 13:I 23:D 33:E D:1 E:1 I:1 T:1
D4 04:T 14:I 24:D 34:E D:1 E:1 I:1 T:1
D0 00:L 10:A 20:N 30:E A:1 E:1 L:1 N:1
D1 01:L 11:A 21:N 31:E A:1 E:1 L:1 N:1
D2 02:L 12:A 22:N 32:E A:1 E:1 L:1 N:1
D3 03:L 13:A 23:N 33:E A:1 E:1 L:1 N:1
D4 04:L 14:A 24:N 34:E A:1 E:1 L:1 N:1
D0 00:W 10:O 20:O 30:L L:1 O:1 W:1
D1 01:W 11:O 21:O 31:L L:1 O:1 W:1
D2 02:W 12:O 22:O 32:L L:1 O:1 W:1
D3 03:W 13:O 23:O 33:L L:1 O:1 W:1
D4 04:W 14:O 24:O 34:L L:1 O:1 W:1
D0 00:P 10:I 20:T 30:Y I:1 P:1 T:1 Y:1
D1 01:P 11:I 21:T 31:Y I:1 P:1 T:1 Y:1
D2 02:P 12:I 22:T 32:Y I:1 P:1 T:1 Y:1
D3 03:P 13:I 23:T 33:Y I:1 P:1 T:1 Y:1
D4 04:P 14:I 24:T 34:Y I:1 P:1 T:1 Y:1
D0 00:D 10:O 20:S 30:E D:1 E:1 O:1 S:1
D1 01:D 11:O 21:S 31:E D:1 E:1 O:1 S:1
D2 02:D 12:O 22:S 32:E D:1 E:1 O:1 S:1
D3 03:D 13:O 23:S 33:E D:1 E:1 O:1 S:1
D4 04:D 14:O 24:S 34:E D:1 E:1 O:1 S:1
D0 00:B 10:I 20:K 30:E B:1 E:1 I:1 K:1
D1 01:B 11:I 21:K 31:E B:1 E:1 I:1 K:1
D2 02:B 12:I 22:K 32:E B:1 E:1 I:1 K:1
D3 03:B 13:I 23:K 33:E B:1 E:1 I:1 K:1
D4 04:B 14:I 24:K 34:E B:1 E:1 I:1 K:1
D0 00:O 10:W 20:E 30:D D:1 E:1 O:1 W:1
D1 01:O 11:W 21:E 31:D D:1 E:1 O:1 W:1
D2 02:O 12:W 22:E 32:D D:1 E:1 O:1 W:1
D3 03:O 13:W 23:E 33:D D:1 E:1 O:1 W:1
D4 04:O 14:W 24:E 34:D D:1 E:1 O:1 W:1
D0 00:N 10:E 20:A 30:T A:1 E:1 N:1 T:1
D1 01:N 11:E 21:A 31:T A:1 E:1 N:1 T:1
D2 02:N 12:E 22:A 32:T A:1 E:1 N:1 T:1
D3 03:N 13:E 23:A 33:T A:1 E:1 N:1 T:1
D4 04:N 14:E 24:A 34:T A:1 E:1 N:1 T:1
D0 00:B 10:E 20:L 30:L B:1 E:1 L:1
D1 01:B 11:E 21:L 31:L B:1 E:1 L:1
D2 02:B 12:E 22:L 32:L B:1 E:1 L:1
D3 03:B 13:E 23:L 33:L B:1 E:1 L:1
D4 04:B 14:E 24:L 34:L B:1 E:1 L:1
D0 00:T 10:R 20:A 30:P A:1 P:1 R:1 T:1
D1 01:T 11:R 21:A 31:P A:1 P:1 R:1 T:1
D2 02:T 12:R 22:A 32:P A:1 P:1 R:1 T:1
D3 03:T 13:R 23:A 33:P A:1 P:1 R:1 T:1
D4 04:T 14:R 24:A 34:P A:1 P:1 R:1 T:1
D0 00:C 10:R 20:O 30:P C:1 O:1 P:1 R:1
D1 01:C 11:R 21:O 31:P C:1 O:1 P:1 R:1
D2 02:C 12:R 22:O 32:P C:1 O:1 P:1 R:1
D3 03:C 13:R 23:O 33:P C:1 O:1 P:1 R:1
D4 04:C 14:R 24:O 34:P C:1 O:1 P:1 R:1
D0 00:P 10:R 20:E 30:Y E:1 P:1 R:1 Y:1
D1 01:P 11:R 21:E 31:Y E:1 P:1 R:1 Y:1
D2 02:P 12:R 22:E 32:Y E:1 P:1 R:1 Y:1
D3 03:P 13:R 23:E 33:Y E:1 P:1 R:1 Y:1
D4 04:P 14:R 24:E 34:Y E:1 P:1 R:1 Y:1
D0 00:S 10:E 20:E 30:D D:1 E:1 S:1
D1 01:S 11:E 21:E 31:D D:1 E:1 S:1
D2 02:S 12:E 22:E 32:D D:1 E:1 S:1
D3 03:S 13:E 23:E 33:D D:1 E:1 S:1
D4 04:S 14:E 24:E 34:D D:1 E:1 S:1
D0 00:D 10:I 20:S 30:H D:1 H:1 I:1 S:1
D1 01:D 11:I 21:S 31:H D:1 H:1 I:1 S:1
D2 02:D 12:I 22:S 32:H D:1 H:1 I:1 S:1
D3 03:D 13:I 23:S 33:H D:1 H:1 I:1 S:1
D4 04:D 14:I 24:S 34:H D:1 H:1 I:1 S:1
D0 00:M 10:A 20:P 30:S A:1 M:1 P:1 S:1
D1 01:M 11:A 21:P 31:S A:1 M:1 P:1 S:1
D2 02:M 12:A 22:P 32:S A:1 M:1 P:1 S:1
D3 03:M 13:A 23:P 33:S A:1 M:1 P:1 S:1
D4 04:M 14:A 24:P 34:S A:1 M:1 P:1 S:1
D0 00:T 10:W 20:I 30:N I:1 N:1 T:1 W:1
D1 01:T 11:W 21:I 31:N I:1 N:1 T:1 W:1
D2 02:T 12:W 22:I 32:N I:1 N:1 T:1 W:1
D3 03:T 13:W 23:I 33:N I:1 N:1 T:1 W:1
D4 04:T 14:W 24:I 34:N I:1 N:1 T:1 W:1
